C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_25_832.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_25_832.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_25_832.jpg, 0, 0, 0, 7.833519E-05
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_25_938.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_25_938.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_25_938.jpg, 0, 0, 0, 7.994327E-05
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_26_045.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_26_045.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_26_045.jpg, 0, 0, 0, 7.864918E-05
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_26_148.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_26_148.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_26_148.jpg, 0, 0, 0, 7.93628E-05
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_26_253.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_26_253.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_26_253.jpg, 0, 0, 0, 8.190344E-05
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_26_355.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_26_355.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_26_355.jpg, 0, 0, 0, 7.883446E-05
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_26_461.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_26_461.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_26_461.jpg, 0, 0, 0, 7.983431E-05
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_26_563.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_26_563.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_26_563.jpg, 0, 0, 0, 7.894117E-05
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_26_663.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_26_663.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_26_663.jpg, 0, 0.2836884, 0, 0.2025754
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_26_766.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_26_766.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_26_766.jpg, -0.2980257, 0.5817141, 0, 0.7086088
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_26_870.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_26_870.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_26_870.jpg, -0.2780928, 0.8813353, 0, 1.628478
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_26_977.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_26_977.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_26_977.jpg, 0, 1, 0, 3.058204
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_27_082.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_27_082.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_27_082.jpg, 0, 1, 0, 4.230308
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_27_184.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_27_184.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_27_184.jpg, 0, 1, 0, 5.393744
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_27_290.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_27_290.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_27_290.jpg, 0, 1, 0, 6.54599
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_27_396.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_27_396.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_27_396.jpg, 0, 1, 0, 7.687062
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_27_503.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_27_503.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_27_503.jpg, -0.2402556, 1, 0, 9.027337
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_27_603.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_27_603.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_27_603.jpg, -0.5263761, 1, 0, 10.07301
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_27_706.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_27_706.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_27_706.jpg, -0.25116, 1, 0, 11.17483
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_27_807.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_27_807.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_27_807.jpg, 0, 1, 0, 12.09471
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_27_911.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_27_911.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_27_911.jpg, 0, 1, 0, 13.41517
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_28_019.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_28_019.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_28_019.jpg, -0.3216228, 1, 0, 14.6152
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_28_124.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_28_124.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_28_124.jpg, -0.3957938, 1, 0, 15.52888
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_28_223.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_28_223.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_28_223.jpg, -0.1112898, 1, 0, 16.64449
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_28_327.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_28_327.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_28_327.jpg, -0.0393642, 1, 0, 17.64742
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_28_432.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_28_432.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_28_432.jpg, -0.327552, 1, 0, 18.65898
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_28_535.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_28_535.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_28_535.jpg, -0.2946114, 1, 0, 19.60698
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_28_636.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_28_636.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_28_636.jpg, 0, 1, 0, 20.5979
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_28_740.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_28_740.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_28_740.jpg, 0, 1, 0, 21.79331
C:\Users\nextu\Downloads\data\IMG\center_2022_02_21_08_16_28_846.jpg, C:\Users\nextu\Downloads\data\IMG\left_2022_02_21_08_16_28_846.jpg, C:\Users\nextu\Downloads\data\IMG\right_2022_02_21_08_16_28_846.jpg, -0.1709541, 1, 0, 22.79665
